File,Genotype,Note,KRN,QC,ST,Year
DSC00990,Z007E0083,CML333,6,4,S,9
DSC00991,Z007E0084,CML333,6,2,S,9
DSC00992,Z007E0085,CML333,8,4,S,9
DSC00993,Z007E0086,CML333,7,4,S,9
DSC00994,Z007E0088,CML333,5,3,S,9
DSC00995,Z007E0089,CML333,7,5,S,9
DSC00996,Z007E0090,CML333,8,5,S,9
DSC00998,Z007E0091,CML333,6,2,S,9
DSC00999,Z007E0093,CML333,7,5,S,9
DSC01000,Z007E0094,CML333,7,5,S,9
DSC01001,Z007E0095,CML333,5,3,S,9
DSC01002,Z007E0096,CML333,6,2,S,9
DSC01003,Z007E0097,CML333,7,5,S,9
DSC01005,Z007E0098,CML333,5,4,S,9
DSC01006,Z007E0099,CML333,6,5,S,9
DSC01007,Z007E0100,CML333,6,3,S,9
DSC01008,Z007E0101,CML333,6,5,S,9
DSC01009,Z007E0102,CML333,4,3,S,9
DSC01010,Z007E0103,CML333,5,2,S,9
DSC01011,Z007E0105,CML333,6,3,S,9
DSC01012,Z007E0106,CML333,5,4,S,9
DSC01014,Z007E0107,CML333,8,5,S,9
DSC01015,Z007E0108,CML333,6,4,S,9
DSC01016,Z007E0109,CML333,5,4,S,9
DSC01017,Z007E0110,CML333,7,5,S,9
DSC01018,Z007E0111,CML333,5,2,S,9
DSC01019,Z007E0112,CML333,8,3,S,9
DSC01020,Z007E0114,CML333,7,4,S,9
DSC01021,Z007E0115,CML333,6,5,S,9
DSC01022,Z007E0116,CML333,7,1,S,9
DSC01024,Z007E0118,CML333,6,5,S,9
DSC01025,Z007E0120,CML333,5,1,S,9
DSC01026,Z007E0121,CML333,7,5,S,9
DSC01027,Z007E0122,CML333,9,4,S,9
DSC01028,Z007E0124,CML333,6,5,S,9
DSC01029,Z007E0126,CML333,7,5,S,9
DSC01030,Z007E0127,CML333,6,4,S,9
DSC01032,Z007E0128,CML333,7,3,S,9
DSC01033,Z007E0130,CML333,6,2,S,9
DSC01034,Z007E0131,CML333,5,3,S,9
DSC01035,Z007E0132,CML333,6,5,S,9
DSC01036,Z007E0133,CML333,8,5,S,9
DSC01038,Z007E0134,CML333,7,5,S,9
DSC01039,Z007E0135,CML333,6,5,S,9
DSC01041,Z007E0136,CML333,6,4,T,9
DSC01042,Z007E0137,CML333,6,5,S,9
DSC01043,Z007E0138,CML333,6,5,S,9
DSC01044,Z007E0139,CML333,4,4,S,9
DSC01045,Z007E0140,CML333,6,3,T,9
DSC01046,Z007E0141,CML333,7,4,S,9
DSC01047,Z007E0142,CML333,5,5,S,9
DSC01048,Z007E0143,CML333,6,4,S,9
DSC01049,Z007E0144,CML333,6,5,S,9
DSC01050,Z007E0145,CML333,6,4,S,9
DSC01052,Z007E0146,CML333,7,5,S,9
DSC01053,Z007E0148,CML333,6,4,S,9
DSC01054,Z007E0149,CML333,7,5,S,9
DSC01055,Z007E0152,CML333,7,5,S,9
DSC01056,Z007E0153,CML333,5,3,S,9
DSC01057,Z007E0154,CML333,6,5,S,9
DSC01058,Z007E0155,CML333,5,5,S,9
DSC01059,Z007E0156,CML333,7,5,S,9
DSC01060,Z007E0157,CML333,6,5,S,9
DSC01061,Z007E0158,CML333,7,5,S,9
DSC01062,Z007E0160,CML333,5,2,S,9
DSC01063,Z007E0161,CML333,5,4,S,9
DSC01065,Z007E0162,CML333,3,1,S,9
DSC01066,Z007E0163,CML333,8,5,S,9
DSC01067,Z007E0164,CML333,7,5,S,9
DSC01068,Z007E0165,CML333,5,5,S,9
DSC01069,Z007E0166,CML333,6,3,T,9
DSC01070,Z007E0167,CML333,8,5,S,9
DSC01072,Z007E0168,CML333,5,4,T,9
DSC01073,Z007E0169,CML333,7,5,S,9
DSC01074,Z007E0170,CML333,6,5,S,9
DSC01075,Z007E0171,CML333,6,5,S,9
DSC01077,Z007E0172,CML333,5,3,T,9
DSC01078,Z007E0173,CML333,7,4,T,9
DSC01079,Z007E0174,CML333,5,5,S,9
DSC01080,Z007E0175,CML333,7,5,S,9
DSC01082,Z007E0176,CML333,7,5,S,9
DSC01083,Z007E0177,CML333,5,5,S,9
DSC01084,Z007E0178,CML333,5,4,S,9
DSC01086,Z007E0179,CML333,5,3,S,9
DSC01087,Z007E0180,CML333,6,5,S,9
DSC01088,Z007E0181,CML333,5,2,S,9
DSC01089,Z007E0182,CML333,6,5,S,9
DSC01090,Z007E0183,CML333,5,2,S,9
DSC01091,Z007E0184,CML333,7,5,S,9
DSC01092,Z007E0185,CML333,6,3,S,9
DSC01093,Z007E0186,CML333,6,4,S,9
DSC01094,Z007E0187,CML333,7,5,S,9
DSC01095,Z007E0188,CML333,6,5,S,9
DSC01097,Z007E0189,CML333,5,5,S,9
DSC01098,Z007E0191,CML333,5,5,S,9
DSC01099,Z007E0192,CML333,5,5,S,9
DSC01101,Z007E0193,CML333,8,5,S,9
DSC01102,Z007E0195,CML333,6,5,S,9
DSC01103,Z007E0196,CML333,7,5,S,9
DSC01104,Z007E0197,CML333,6,5,S,9
DSC01105,Z007E0198,CML333,5,3,T,9
DSC01106,Z007E0199,CML333,7,5,S,9
DSC01107,Z007E0200,CML333,8,5,S,9
DSC01108,Z007E0213,CML333,5,5,S,9
DSC01109,Z007E0217,CML333,5,4,S,9
DSC01110,Z007E0219,CML333,7,5,S,9
DSC01111,Z007E0217,CML333,5,3,S,9
DSC01112,Z007E0223,CML333,7,5,S,9
DSC01114,Z012E0001,Ki11,7,5,S,9
DSC01115,Z012E0002,Ki11,7,3,T,9
DSC01116,Z012E0003,Ki11,8,3,T,9
DSC01118,Z012E0005,Ki11,9,4,T,9
DSC01119,Z012E0007,Ki11,8,4,S,9
DSC01120,Z012E0008,Ki11,5,1,S,9
DSC01121,Z012E0009,Ki11,7,4,S,9
DSC01122,Z012E0010,Ki11,7,3,S,9
DSC01123,Z012E0016,Ki11,6,4,T,9
DSC01124,Z012E0017,Ki11,8,5,S,9
DSC01125,Z012E0018,Ki11,7,4,S,9
DSC01126,Z012E0020,Ki11,7,5,S,9
DSC01127,Z012E0021,Ki11,7,3,T,9
DSC01128,Z012E0022,Ki11,5,2,S,9
DSC01129,Z012E0023,Ki11,5,4,S,9
DSC01130,Z012E0024,Ki11,7,4,T,9
DSC01131,Z012E0028,Ki11,6,3,T,9
DSC01132,Z012E0029,Ki11,6,5,S,9
DSC01133,Z012E0030,Ki11,7,5,S,9
DSC01134,Z012E0031,Ki11,6,5,S,9
DSC01135,Z012E0032,Ki11,8,4,S,9
DSC01136,Z012E0034,Ki11,7,4,S,9
DSC01137,Z012E0037,Ki11,6,5,S,9
DSC01138,Z012E0038,Ki11,6,5,S,9
DSC01139,Z012E0039,Ki11,8,3,S,9
DSC01140,Z012E0040,Ki11,7,4,S,9
DSC01141,Z012E0043,Ki11,6,5,S,9
DSC01142,Z012E0044,Ki11,8,5,S,9
DSC01143,Z012E0045,Ki11,6,3,S,9
DSC01144,Z012E0046,Ki11,7,4,S,9
DSC01145,Z012E0047,Ki11,6,5,S,9
DSC01146,Z012E0048,Ki11,6,4,S,9
DSC01147,Z012E0049,Ki11,7,5,S,9
DSC01149,Z012E0050,Ki11,7,5,S,9
DSC01150,Z012E0051,Ki11,6,4,S,9
DSC01151,Z012E0052,Ki11,6,2,S,9
DSC01152,Z012E0053,Ki11,6,5,S,9
DSC01153,Z012E0054,Ki11,7,5,S,9
DSC01154,Z012E0056,Ki11,7,5,S,9
DSC01155,Z012E0057,Ki11,7,5,S,9
DSC01156,Z012E0059,Ki11,7,1,S,9
DSC01157,Z012E0060,Ki11,6,3,S,9
DSC01158,Z012E0061,Ki11,6,5,S,9
DSC01159,Z012E0062,Ki11,6,3,T,9
DSC01161,Z012E0063,Ki11,5,2,S,9
DSC01162,Z012E0064,Ki11,5,3,S,9
DSC01163,Z012E0066,Ki11,6,3,T,9
DSC01164,Z012E0067,Ki11,6,4,S,9
DSC01165,Z012E0068,Ki11,7,4,S,9
DSC01166,Z012E0070,Ki11,5,4,S,9
DSC01168,Z012E0071,Ki11,7,4,S,9
DSC01169,Z012E0072,Ki11,7,5,S,9
DSC01170,Z012E0074,Ki11,5,5,S,9
DSC01171,Z012E0075,Ki11,7,4,S,9
DSC01172,Z012E0076,Ki11,7,5,S,9
DSC01173,Z012E0079,Ki11,8,4,S,9
DSC01174,Z012E0080,Ki11,6,5,S,9
DSC01175,Z012E0082,Ki11,8,5,S,9
DSC01176,Z012E0084,Ki11,5,3,T,9
DSC01177,Z012E0085,Ki11,6,1,S,9
DSC01179,Z012E0086,Ki11,5,3,S,9
DSC01180,Z012E0087,Ki11,6,5,S,9
DSC01182,Z012E0088,Ki11,8,3,T,9
DSC01183,Z012E0089,Ki11,5,5,S,9
DSC01184,Z012E0090,Ki11,7,5,S,9
DSC01185,Z012E0091,Ki11,8,3,T,9
DSC01186,Z012E0092,Ki11,6,5,S,9
DSC01187,Z012E0093,Ki11,9,3,T,9
DSC01188,Z012E0094,Ki11,7,4,S,9
DSC01189,Z012E0095,Ki11,6,5,S,9
DSC01190,Z012E0096,Ki11,5,4,S,9
DSC01191,Z012E0097,Ki11,5,4,T,9
DSC01192,Z012E0099,Ki11,7,4,S,9
DSC01194,Z012E0100,Ki11,7,5,S,9
DSC01195,Z012E0101,Ki11,5,2,S,9
DSC01196,Z012E0104,Ki11,8,5,S,9
DSC01197,Z012E0106,Ki11,6,3,S,9
DSC01198,Z012E0107,Ki11,6,4,T,9
DSC01199,Z012E0108,Ki11,8,5,S,9
DSC01200,Z012E0109,Ki11,8,3,S,9
DSC01201,Z012E0110,Ki11,8,3,T,9
DSC01202,Z012E0111,Ki11,8,5,S,9
DSC01203,Z012E0112,Ki11,6,5,S,9
DSC01204,Z012E0113,Ki11,6,5,S,9
DSC01205,Z012E0114,Ki11,4,1,S,9
DSC01206,Z012E0115,Ki11,9,4,S,9
DSC01207,Z012E0116,Ki11,7,3,T,9
DSC01209,Z012E0118,Ki11,5,5,S,9
DSC01210,Z012E0119,Ki11,7,5,S,9
DSC01213,Z012E0120,Ki11,6,3,T,9
DSC01214,Z012E0121,Ki11,7,5,S,9
DSC01215,Z012E0122,Ki11,7,5,S,9
DSC01216,Z012E0123,Ki11,6,3,S,9
DSC01217,Z012E0124,Ki11,6,5,S,9
DSC01218,Z012E0125,Ki11,5,4,S,9
DSC01219,Z012E0126,Ki11,7,5,S,9
DSC01220,Z012E0128,Ki11,7,5,S,9
DSC01221,Z012E0129,Ki11,8,5,S,9
DSC01222,Z012E0130,Ki11,6,5,S,9
DSC01223,Z012E0131,Ki11,8,5,S,9
DSC01224,Z012E0132,Ki11,6,5,S,9
DSC01225,Z012E0133,Ki11,7,5,S,9
DSC01226,Z012E0134,Ki11,7,3,T,9
DSC01227,Z012E0135,Ki11,6,4,S,9
DSC01228,Z012E0136,Ki11,6,5,S,9
DSC01229,Z012E0137,Ki11,7,5,S,9
DSC01231,Z012E0138,Ki11,7,5,S,9
DSC01232,Z012E0139,Ki11,6,4,S,9
DSC01233,Z012E0140,Ki11,7,5,S,9
DSC01234,Z012E0141,Ki11,7,5,S,9
DSC01237,Z012E0142,Ki11,6,4,T,9
DSC01238,Z012E0143,Ki11,7,5,S,9
DSC01239,Z012E0144,Ki11,8,4,S,9
DSC01240,Z012E0145,Ki11,5,5,S,9
DSC01241,Z012E0146,Ki11,6,4,S,9
DSC01242,Z012E0147,Ki11,6,4,S,9
DSC01244,Z012E0148,Ki11,6,5,S,9
DSC01245,Z012E0149,Ki11,6,5,S,9
DSC01246,Z012E0150,Ki11,7,5,S,9
DSC01247,Z012E0152,Ki11,6,2,S,9
DSC01248,Z012E0153,Ki11,8,5,S,9
DSC01249,Z012E0154,Ki11,6,5,S,9
DSC01250,Z012E0155,Ki11,6,5,S,9
DSC01251,Z012E0157,Ki11,6,5,S,9
DSC01252,Z012E0158,Ki11,7,5,S,9
DSC01253,Z012E0160,Ki11,8,5,S,9
DSC01254,Z012E0161,Ki11,7,5,S,9
DSC01256,Z012E0163,Ki11,6,5,S,9
DSC01258,Z012E0164,Ki11,7,5,S,9
DSC01259,Z012E0165,Ki11,7,3,T,9
DSC01260,Z012E0166,Ki11,5,5,S,9
DSC01261,Z012E0167,Ki11,6,5,S,9
DSC01262,Z012E0168,Ki11,6,5,S,9
DSC01264,Z012E0169,Ki11,6,5,S,9
DSC01265,Z012E0170,Ki11,6,5,S,9
DSC01267,Z012E0171,Ki11,8,5,S,9
DSC01269,Z012E0172,Ki11,7,5,S,9
DSC01271,Z012E0173,Ki11,7,5,S,9
DSC01272,Z012E0174,Ki11,7,5,S,9
DSC01273,Z012E0175,Ki11,8,1,S,9
DSC01274,Z012E0176,Ki11,8,5,S,9
DSC01276,Z012E0177,Ki11,6,5,S,9
DSC01277,Z012E0178,Ki11,6,5,S,9
DSC01278,Z012E0180,Ki11,7,5,S,9
DSC01279,Z012E0181,Ki11,7,5,S,9
DSC01280,Z012E0182,Ki11,6,5,S,9
DSC01281,Z012E0183,Ki11,7,5,S,9
DSC01282,Z012E0184,Ki11,6,5,S,9
DSC01283,Z012E0185,Ki11,6,5,S,9
DSC01284,Z012E0186,Ki11,7,4,S,9
DSC01285,Z012E0187,Ki11,4,1,S,9
DSC01286,Z012E0188,Ki11,6,5,S,9
DSC01287,Z012E0189,Ki11,7,3,S,9
DSC01288,Z012E0190,Ki11,5,5,S,9
DSC01289,Z012E0191,Ki11,8,5,S,9
DSC01290,Z012E0192,Ki11,5,5,S,9
DSC01291,Z012E0194,Ki11,6,5,S,9
DSC01292,Z012E0195,Ki11,6,5,S,9
DSC01294,Z012E0196,Ki11,7,5,S,9
DSC01295,Z012E0197,Ki11,7,5,S,9
DSC01296,Z012E0198,Ki11,6,4,S,9
DSC01297,Z012E0199,Ki11,8,5,S,9
DSC01298,Z012E0200,Ki11,6,4,S,9
DSC01299,Z012E0231,Ki11,7,5,S,9
DSC01300,Z014E0002,Ky21,6,5,S,9
DSC01301,Z014E0004,Ky21,5,5,S,9
DSC01302,Z014E0007,Ky21,7,3,T,9
DSC01303,Z014E0008,Ky21,6,4,T,9
DSC01304,Z014E0009,Ky21,6,4,T,9
DSC01305,Z014E0010,Ky21,5,5,T,9
DSC01307,Z014E0011,Ky21,6,5,T,9
DSC01308,Z014E0013,Ky21,6,4,T,9
DSC01310,Z014E0014,Ky21,8,5,S,9
DSC01311,Z014E0017,Ky21,5,1,S,9
DSC01312,Z014E0020,Ky21,6,5,S,9
DSC01313,Z014E0023,Ky21,5,5,S,9
DSC01314,Z014E0024,Ky21,7,4,T,9
DSC01316,Z014E0025,Ky21,7,3,T,9
DSC01317,Z014E0027,Ky21,6,3,S,9
DSC01318,Z014E0029,Ky21,4,1,S,9
DSC01319,Z014E0030,Ky21,6,5,S,9
DSC01320,Z014E0032,Ky21,5,5,S,9
DSC01321,Z014E0034,Ky21,7,5,S,9
DSC01323,Z014E0036,Ky21,6,4,S,9
DSC01324,Z014E0039,Ky21,6,5,S,9
DSC01325,Z014E0040,Ky21,6,4,T,9
DSC01326,Z014E0041,Ky21,5,5,S,9
DSC01327,Z014E0043,Ky21,6,5,S,9
DSC01328,Z014E0045,Ky21,5,5,S,9
DSC01329,Z014E0046,Ky21,6,5,S,9
DSC01330,Z014E0048,Ky21,6,5,S,9
DSC01332,Z014E0049,Ky21,6,5,S,9
DSC01333,Z014E0050,Ky21,6,4,T,9
DSC01334,Z014E0051,Ky21,6,5,S,9
DSC01335,Z014E0052,Ky21,4,2,S,9
DSC01336,Z014E0053,Ky21,7,5,S,9
DSC01337,Z014E0054,Ky21,6,5,S,9
DSC01338,Z014E0055,Ky21,6,5,S,9
DSC01339,Z014E0057,Ky21,5,4,S,9
DSC01340,Z014E0058,Ky21,7,3,S,9
DSC01341,Z014E0059,Ky21,6,5,S,9
DSC01342,Z014E0060,Ky21,6,5,S,9
DSC01343,Z014E0061,Ky21,7,5,S,9
DSC01344,Z014E0062,Ky21,7,5,S,9
DSC01345,Z014E0063,Ky21,9,5,S,9
DSC01346,Z014E0064,Ky21,9,5,S,9
DSC01347,Z014E0065,Ky21,6,5,S,9
DSC01348,Z014E0066,Ky21,7,5,S,9
DSC01349,Z014E0067,Ky21,5,4,T,9
DSC01350,Z014E0068,Ky21,6,5,S,9
DSC01351,Z014E0069,Ky21,7,5,S,9
DSC01352,Z014E0070,Ky21,4,3,S,9
DSC01353,Z014E0071,Ky21,7,4,S,9
DSC01354,Z014E0072,Ky21,5,3,S,9
DSC01355,Z014E0073,Ky21,6,5,S,9
DSC01356,Z014E0074,Ky21,6,5,S,9
DSC01357,Z014E0076,Ky21,6,5,S,9
DSC01358,Z014E0077,Ky21,6,4,S,9
DSC01359,Z014E0078,Ky21,5,3,S,9
DSC01360,Z014E0079,Ky21,6,5,S,9
DSC01361,Z014E0080,Ky21,6,4,S,9
DSC01362,Z014E0081,Ky21,7,5,S,9
DSC01363,Z014E0083,Ky21,7,5,S,9
DSC01364,Z014E0086,Ky21,6,4,S,9
DSC01366,Z014E0087,Ky21,6,3,T,9
DSC01367,Z014E0088,Ky21,7,5,S,9
DSC01368,Z014E0089,Ky21,6,4,S,9
DSC01369,Z014E0090,Ky21,5,5,S,9
DSC01370,Z014E0091,Ky21,8,4,S,9
DSC01371,Z014E0092,Ky21,7,5,S,9
DSC01372,Z014E0093,Ky21,5,5,S,9
DSC01373,Z014E0095,Ky21,7,4,T,9
DSC01374,Z014E0096,Ky21,7,3,T,9
DSC01375,Z014E0097,Ky21,9,5,S,9
DSC01376,Z014E0098,Ky21,5,1,S,9
DSC01377,Z014E0100,Ky21,7,4,T,9
DSC01379,Z014E0101,Ky21,7,5,S,9
DSC01380,Z014E0102,Ky21,5,5,S,9
DSC01381,Z014E0103,Ky21,5,5,S,9
DSC01382,Z014E0105,Ky21,6,5,S,9
DSC01383,Z014E0107,Ky21,5,5,S,9
DSC01384,Z014E0108,Ky21,8,5,S,9
DSC01385,Z014E0109,Ky21,8,5,S,9
DSC01386,Z014E0111,Ky21,6,5,S,9
DSC01387,Z014E0112,Ky21,6,4,S,9
DSC01388,Z014E0113,Ky21,6,4,S,9
DSC01389,Z014E0114,Ky21,7,5,S,9
DSC01390,Z014E0115,Ky21,8,5,S,9
DSC01391,Z014E0116,Ky21,7,5,S,9
DSC01392,Z014E0117,Ky21,7,5,S,9
DSC01393,Z014E0118,Ky21,8,3,S,9
DSC01394,Z014E0119,Ky21,5,3,T,9
DSC01395,Z014E0120,Ky21,4,3,S,9
DSC01396,Z014E0121,Ky21,7,5,S,9
DSC01397,Z014E0122,Ky21,7,5,S,9
DSC01398,Z014E0123,Ky21,7,3,S,9
DSC01399,Z014E0124,Ky21,6,4,S,9
DSC01400,Z014E0125,Ky21,6,5,S,9
DSC01401,Z014E0126,Ky21,6,5,S,9
DSC01402,Z014E0127,Ky21,4,4,S,9
DSC01403,Z014E0128,Ky21,6,4,T,9
DSC01404,Z014E0129,Ky21,7,4,S,9
DSC01406,Z014E0130,Ky21,7,5,S,9
DSC01409,Z014E0131,Ky21,6,5,S,9
DSC01410,Z014E0132,Ky21,5,5,S,9
DSC01411,Z014E0133,Ky21,6,5,S,9
DSC01412,Z014E0134,Ky21,6,5,S,9
DSC01413,Z014E0135,Ky21,7,5,S,9
DSC01415,Z014E0136,Ky21,6,5,S,9
DSC01416,Z014E0138,Ky21,5,4,S,9
DSC01417,Z014E0139,Ky21,5,1,S,9
DSC01419,Z014E0140,Ky21,5,4,S,9
DSC01420,Z014E0141,Ky21,5,2,S,9
DSC01421,Z014E0142,Ky21,4,1,S,9
DSC01422,Z014E0143,Ky21,5,3,S,9
DSC01423,Z014E0147,Ky21,6,5,S,9
DSC01425,Z014E0148,Ky21,6,5,S,9
DSC01426,Z014E0149,Ky21,7,5,S,9
DSC01427,Z014E0150,Ky21,6,3,T,9
DSC01428,Z014E0151,Ky21,5,4,S,9
DSC01429,Z014E0152,Ky21,7,3,T,9
DSC01430,Z014E0153,Ky21,6,4,S,9
DSC01432,Z014E0154,Ky21,7,4,S,9
DSC01433,Z014E0155,Ky21,4,4,S,9
DSC01434,Z014E0156,Ky21,5,4,S,9
DSC01435,Z014E0157,Ky21,6,4,S,9
DSC01436,Z014E0158,Ky21,7,5,S,9
DSC01437,Z014E0159,Ky21,7,2,S,9
DSC01438,Z014E0160,Ky21,5,5,S,9
DSC01439,Z014E0161,Ky21,7,5,S,9
DSC01440,Z014E0163,Ky21,6,5,S,9
DSC01441,Z014E0164,Ky21,6,4,S,9
DSC01442,Z014E0165,Ky21,7,5,S,9
DSC01443,Z014E0170,Ky21,6,5,S,9
DSC01444,Z014E0172,Ky21,6,5,S,9
DSC01446,Z014E0173,Ky21,8,5,S,9
DSC01447,Z014E0174,Ky21,7,5,S,9
DSC01448,Z014E0175,Ky21,6,5,S,9
DSC01449,Z014E0176,Ky21,6,5,S,9
DSC01450,Z014E0177,Ky21,5,5,S,9
DSC01451,Z014E0179,Ky21,7,5,S,9
DSC01452,Z014E0182,Ky21,7,4,T,9
DSC01453,Z014E0183,Ky21,5,4,S,9
DSC01454,Z014E0184,Ky21,8,1,S,9
DSC01455,Z014E0186,Ky21,7,5,S,9
DSC01456,Z014E0187,Ky21,7,5,S,9
DSC01457,Z014E0189,Ky21,4,2,S,9
DSC01458,Z014E0190,Ky21,6,4,S,9
DSC01459,Z014E0191,Ky21,6,5,S,9
DSC01460,Z014E0192,Ky21,8,5,S,9
DSC01461,Z014E0195,Ky21,8,4,S,9
DSC01462,Z014E0196,Ky21,7,5,S,9
DSC01463,Z014E0198,Ky21,6,5,S,9
DSC01464,Z014E0200,Ky21,7,5,S,9
DSC01465,Z014E0206,Ky21,7,5,S,9
DSC01466,Z014E0208,Ky21,7,5,S,9
DSC01468,Z023E0001,Oh7B,6,3,S,9
DSC01469,Z023E0003,Oh7B,7,5,S,9
DSC01470,Z023E0004,Oh7B,8,5,S,9
DSC01471,Z023E0006,Oh7B,7,3,S,9
DSC01472,Z023E0007,Oh7B,7,5,S,9
DSC01473,Z023E0008,Oh7B,7,3,S,9
DSC01474,Z023E0009,Oh7B,8,5,S,9
DSC01475,Z023E0012,Oh7B,7,4,S,9
DSC01476,Z023E0013,Oh7B,7,3,S,9
DSC01477,Z023E0014,Oh7B,8,4,S,9
DSC01478,Z023E0015,Oh7B,6,4,S,9
DSC01479,Z023E0016,Oh7B,8,5,S,9
DSC01480,Z023E0017,Oh7B,5,1,S,9
DSC01481,Z023E0018,Oh7B,7,4,S,9
DSC01482,Z023E0019,Oh7B,6,4,S,9
DSC01483,Z023E0020,Oh7B,7,3,S,9
DSC01484,Z023E0021,Oh7B,7,5,S,9
DSC01485,Z023E0022,Oh7B,6,3,S,9
DSC01486,Z023E0023,Oh7B,7,4,S,9
DSC01487,Z023E0024,Oh7B,7,5,S,9
DSC01488,Z023E0025,Oh7B,9,5,S,9
DSC01489,Z023E0026,Oh7B,8,4,S,9
DSC01490,Z023E0027,Oh7B,8,5,S,9
DSC01491,Z023E0029,Oh7B,7,5,S,9
DSC01493,Z023E0030,Oh7B,9,5,S,9
DSC01494,Z023E0031,Oh7B,7,5,S,9
DSC01496,Z023E0032,Oh7B,8,5,S,9
DSC01497,Z023E0033,Oh7B,7,5,S,9
DSC01498,Z023E0034,Oh7B,6,2,T,9
DSC01499,Z023E0036,Oh7B,8,5,S,9
DSC01500,Z023E0037,Oh7B,8,4,S,9
DSC01501,Z023E0038,Oh7B,6,1,S,9
DSC01503,Z023E0039,Oh7B,8,5,S,9
DSC01504,Z023E0040,Oh7B,8,5,S,9
DSC01505,Z023E0041,Oh7B,6,3,T,9
DSC01506,Z023E0042,Oh7B,7,5,S,9
DSC01507,Z023E0045,Oh7B,6,3,S,9
DSC01508,Z023E0046,Oh7B,5,4,S,9
DSC01509,Z023E0047,Oh7B,6,5,S,9
DSC01510,Z023E0048,Oh7B,9,5,S,9
DSC01511,Z023E0049,Oh7B,8,5,S,9
DSC01512,Z023E0050,Oh7B,6,4,S,9
DSC01513,Z023E0051,Oh7B,8,5,S,9
DSC01514,Z023E0052,Oh7B,7,5,S,9
DSC01515,Z023E0053,Oh7B,7,5,S,9
DSC01517,Z023E0054,Oh7B,6,4,S,9
DSC01518,Z023E0055,Oh7B,7,4,S,9
DSC01519,Z023E0057,Oh7B,6,3,S,9
DSC01520,Z023E0059,Oh7B,7,5,S,9
DSC01521,Z023E0060,Oh7B,8,5,S,9
DSC01522,Z023E0061,Oh7B,9,5,S,9
DSC01523,Z023E0062,Oh7B,7,5,S,9
DSC01524,Z023E0063,Oh7B,6,5,S,9
DSC01525,Z023E0064,Oh7B,6,1,S,9
DSC01526,Z023E0065,Oh7B,9,4,S,9
DSC01527,Z023E0066,Oh7B,7,3,T,9
DSC01528,Z023E0067,Oh7B,7,5,S,9
DSC01529,Z023E0068,Oh7B,6,5,S,9
DSC01530,Z023E0069,Oh7B,7,4,S,9
DSC01531,Z023E0070,Oh7B,7,5,S,9
DSC01532,Z023E0071,Oh7B,6,5,S,9
DSC01533,Z023E0072,Oh7B,7,5,S,9
DSC01534,Z023E0074,Oh7B,7,5,S,9
DSC01535,Z023E0076,Oh7B,7,4,S,9
DSC01536,Z023E0077,Oh7B,7,4,S,9
DSC01537,Z023E0078,Oh7B,9,5,S,9
DSC01538,Z023E0080,Oh7B,6,5,S,9
DSC01539,Z023E0081,Oh7B,8,3,T,9
DSC01540,Z023E0082,Oh7B,8,5,S,9
DSC01541,Z023E0083,Oh7B,5,4,S,9
DSC01542,Z023E0084,Oh7B,6,2,S,9
DSC01543,Z023E0085,Oh7B,5,1,S,9
DSC01545,Z023E0086,Oh7B,7,3,S,9
DSC01546,Z023E0087,Oh7B,7,3,S,9
DSC01547,Z023E0088,Oh7B,6,4,S,9
DSC01548,Z023E0089,Oh7B,3,1,S,9
DSC01549,Z023E0090,Oh7B,8,4,T,9
DSC01550,Z023E0091,Oh7B,7,4,S,9
DSC01551,Z023E0092,Oh7B,7,5,S,9
DSC01552,Z023E0093,Oh7B,7,5,S,9
DSC01553,Z023E0094,Oh7B,7,5,S,9
DSC01554,Z023E0095,Oh7B,6,5,S,9
DSC01555,Z023E0096,Oh7B,7,5,S,9
DSC01556,Z023E0097,Oh7B,8,5,S,9
DSC01557,Z023E0098,Oh7B,8,5,S,9
DSC01558,Z023E0099,Oh7B,6,2,S,9
DSC01559,Z023E0100,Oh7B,7,5,S,9
DSC01560,Z023E0101,Oh7B,5,2,S,9
DSC01561,Z023E0102,Oh7B,8,5,S,9
DSC01562,Z023E0103,Oh7B,7,5,S,9
DSC01563,Z023E0104,Oh7B,6,3,S,9
DSC01564,Z023E0105,Oh7B,8,4,S,9
DSC01565,Z023E0106,Oh7B,8,4,S,9
DSC01566,Z023E0107,Oh7B,7,3,S,9
DSC01567,Z023E0108,Oh7B,6,4,S,9
DSC01568,Z023E0109,Oh7B,7,5,S,9
DSC01569,Z023E0110,Oh7B,8,5,S,9
DSC01570,Z023E0111,Oh7B,6,4,S,9
DSC01571,Z023E0112,Oh7B,6,5,S,9
DSC01572,Z023E0113,Oh7B,6,4,S,9
DSC01573,Z023E0114,Oh7B,6,5,S,9
DSC01574,Z023E0115,Oh7B,7,5,S,9
DSC01575,Z023E0116,Oh7B,6,5,S,9
DSC01576,Z023E0117,Oh7B,8,5,S,9
DSC01577,Z023E0118,Oh7B,6,3,S,9
DSC01578,Z023E0120,Oh7B,7,4,S,9
DSC01579,Z023E0121,Oh7B,7,5,S,9
DSC01580,Z023E0122,Oh7B,7,5,S,9
DSC01581,Z023E0123,Oh7B,9,4,T,9
DSC01582,Z023E0124,Oh7B,6,5,S,9
DSC01583,Z023E0125,Oh7B,8,5,S,9
DSC01584,Z023E0126,Oh7B,9,4,S,9
DSC01585,Z023E0127,Oh7B,8,5,S,9
