Genotype,Population,Subpopulation,KRN
Z004E0024,NAMRIL,Z004,17.8
Z004E0025,NAMRIL,Z004,16
Z004E0026,NAMRIL,Z004,14.3
Z004E0027,NAMRIL,Z004,18.6
Z004E0028,NAMRIL,Z004,16.5
Z004E0029,NAMRIL,Z004,17.2
Z004E0030,NAMRIL,Z004,19.3
Z004E0031,NAMRIL,Z004,19.5
Z004E0032,NAMRIL,Z004,16.7
Z004E0033,NAMRIL,Z004,14.8
Z004E0034,NAMRIL,Z004,18.8
Z004E0035,NAMRIL,Z004,17.2
Z004E0036,NAMRIL,Z004,16.3
Z004E0037,NAMRIL,Z004,14.8
Z004E0038,NAMRIL,Z004,14.7
Z004E0039,NAMRIL,Z004,14.3
Z004E0040,NAMRIL,Z004,15.3
Z004E0042,NAMRIL,Z004,17.2
Z004E0043,NAMRIL,Z004,15.7
Z004E0044,NAMRIL,Z004,15.5
Z004E0045,NAMRIL,Z004,17.5
Z004E0046,NAMRIL,Z004,16.2
Z004E0047,NAMRIL,Z004,17.1
Z004E0048,NAMRIL,Z004,19.1
Z004E0049,NAMRIL,Z004,16.7
Z004E0050,NAMRIL,Z004,16.4
Z004E0051,NAMRIL,Z004,16.6
Z004E0052,NAMRIL,Z004,15.9
Z004E0053,NAMRIL,Z004,14.6
Z004E0054,NAMRIL,Z004,17.8
Z004E0056,NAMRIL,Z004,14.6
Z004E0057,NAMRIL,Z004,12.9
Z004E0058,NAMRIL,Z004,16.1
Z004E0059,NAMRIL,Z004,17.2
Z004E0060,NAMRIL,Z004,14.8
Z004E0061,NAMRIL,Z004,18.8
Z004E0062,NAMRIL,Z004,17.7
Z004E0063,NAMRIL,Z004,17.2
Z004E0064,NAMRIL,Z004,16.1
Z004E0065,NAMRIL,Z004,14
Z004E0066,NAMRIL,Z004,16
Z004E0067,NAMRIL,Z004,19
Z004E0068,NAMRIL,Z004,16.9
Z004E0069,NAMRIL,Z004,19.1
Z004E0070,NAMRIL,Z004,17.2
Z004E0071,NAMRIL,Z004,16.7
Z004E0072,NAMRIL,Z004,14.2
Z004E0073,NAMRIL,Z004,17.5
Z004E0074,NAMRIL,Z004,16.4
Z004E0075,NAMRIL,Z004,17.6
Z004E0076,NAMRIL,Z004,13.2
Z004E0077,NAMRIL,Z004,17.9
Z004E0078,NAMRIL,Z004,17
Z004E0079,NAMRIL,Z004,14.8
Z004E0080,NAMRIL,Z004,14.2
Z004E0081,NAMRIL,Z004,16
Z004E0082,NAMRIL,Z004,15.4
Z004E0083,NAMRIL,Z004,14.7
Z004E0084,NAMRIL,Z004,15.1
Z004E0085,NAMRIL,Z004,15
Z004E0086,NAMRIL,Z004,16.3
Z004E0087,NAMRIL,Z004,16.6
Z004E0088,NAMRIL,Z004,14
Z004E0089,NAMRIL,Z004,14.9
Z004E0090,NAMRIL,Z004,13.7
Z004E0091,NAMRIL,Z004,15.6
Z004E0092,NAMRIL,Z004,13.4
Z004E0093,NAMRIL,Z004,16.9
Z004E0094,NAMRIL,Z004,14.1
Z004E0095,NAMRIL,Z004,13.3
Z004E0096,NAMRIL,Z004,17.4
Z004E0097,NAMRIL,Z004,15.3
Z004E0098,NAMRIL,Z004,18
Z004E0099,NAMRIL,Z004,16.3
Z004E0100,NAMRIL,Z004,20.3
Z004E0101,NAMRIL,Z004,15.3
Z004E0102,NAMRIL,Z004,14.4
Z004E0103,NAMRIL,Z004,15.4
Z004E0104,NAMRIL,Z004,14
Z004E0105,NAMRIL,Z004,18.1
Z004E0106,NAMRIL,Z004,16.5
Z004E0107,NAMRIL,Z004,18.2
Z004E0108,NAMRIL,Z004,16.9
Z004E0109,NAMRIL,Z004,15.2
Z004E0110,NAMRIL,Z004,14.4
Z004E0111,NAMRIL,Z004,13.6
Z004E0112,NAMRIL,Z004,17.1
Z004E0113,NAMRIL,Z004,17.1
Z004E0114,NAMRIL,Z004,15.8
Z004E0115,NAMRIL,Z004,19
Z004E0116,NAMRIL,Z004,15.6
Z004E0117,NAMRIL,Z004,14.7
Z004E0118,NAMRIL,Z004,14.2
Z004E0120,NAMRIL,Z004,17.1
Z004E0121,NAMRIL,Z004,16.6
Z004E0122,NAMRIL,Z004,17.2
Z004E0123,NAMRIL,Z004,13.4
Z004E0124,NAMRIL,Z004,15.8
Z004E0125,NAMRIL,Z004,15.7
Z004E0126,NAMRIL,Z004,16
Z004E0127,NAMRIL,Z004,14.8
Z004E0128,NAMRIL,Z004,15.3
Z004E0129,NAMRIL,Z004,16.6
Z004E0130,NAMRIL,Z004,14.8
Z004E0131,NAMRIL,Z004,17.5
Z004E0132,NAMRIL,Z004,16.8
Z004E0133,NAMRIL,Z004,13.8
Z004E0134,NAMRIL,Z004,15.9
Z004E0135,NAMRIL,Z004,15.6
Z004E0136,NAMRIL,Z004,17.2
Z004E0137,NAMRIL,Z004,14
Z004E0138,NAMRIL,Z004,15
Z004E0139,NAMRIL,Z004,15.1
Z004E0140,NAMRIL,Z004,15.6
Z004E0141,NAMRIL,Z004,14.9
Z004E0142,NAMRIL,Z004,16.9
Z004E0143,NAMRIL,Z004,14.2
Z004E0144,NAMRIL,Z004,15.4
Z004E0145,NAMRIL,Z004,15.1
Z004E0146,NAMRIL,Z004,14.8
Z004E0147,NAMRIL,Z004,16.3
Z004E0148,NAMRIL,Z004,14
Z004E0149,NAMRIL,Z004,16.3
Z004E0150,NAMRIL,Z004,13
Z004E0151,NAMRIL,Z004,15.1
Z004E0152,NAMRIL,Z004,16.8
Z004E0153,NAMRIL,Z004,18.3
Z004E0154,NAMRIL,Z004,14.1
Z004E0155,NAMRIL,Z004,17.8
Z004E0156,NAMRIL,Z004,14.7
Z004E0157,NAMRIL,Z004,13.3
Z004E0158,NAMRIL,Z004,14.6
Z004E0159,NAMRIL,Z004,15.6
Z004E0160,NAMRIL,Z004,16.8
Z004E0161,NAMRIL,Z004,12
Z004E0162,NAMRIL,Z004,16.2
Z004E0163,NAMRIL,Z004,17.8
Z004E0164,NAMRIL,Z004,15.3
Z004E0165,NAMRIL,Z004,16.6
Z004E0166,NAMRIL,Z004,12.7
Z004E0167,NAMRIL,Z004,15.9
Z004E0168,NAMRIL,Z004,14.7
Z004E0169,NAMRIL,Z004,12.4
Z004E0170,NAMRIL,Z004,15.8
Z004E0171,NAMRIL,Z004,14.1
Z004E0172,NAMRIL,Z004,13.5
Z004E0173,NAMRIL,Z004,15.4
Z004E0174,NAMRIL,Z004,15.2
Z004E0175,NAMRIL,Z004,14.3
Z004E0176,NAMRIL,Z004,10.8
Z004E0177,NAMRIL,Z004,17.4
Z004E0178,NAMRIL,Z004,17.2
Z004E0179,NAMRIL,Z004,14.5
Z004E0180,NAMRIL,Z004,17.3
Z004E0181,NAMRIL,Z004,18.7
Z004E0182,NAMRIL,Z004,15.3
Z004E0183,NAMRIL,Z004,17.9
Z004E0184,NAMRIL,Z004,13.5
Z004E0185,NAMRIL,Z004,14.5
Z004E0186,NAMRIL,Z004,14.9
Z004E0187,NAMRIL,Z004,13.7
Z004E0188,NAMRIL,Z004,13.7
Z004E0189,NAMRIL,Z004,18
Z004E0190,NAMRIL,Z004,18.2
Z004E0191,NAMRIL,Z004,15.8
Z004E0192,NAMRIL,Z004,13.4
Z004E0193,NAMRIL,Z004,17.7
Z004E0194,NAMRIL,Z004,15.3
Z004E0195,NAMRIL,Z004,13.4
Z004E0196,NAMRIL,Z004,15.5
Z004E0197,NAMRIL,Z004,15.6
Z004E0198,NAMRIL,Z004,16.5
Z004E0199,NAMRIL,Z004,18.9
Z004E0200,NAMRIL,Z004,15.9
Z005E0001,NAMRIL,Z005,16.1
Z005E0003,NAMRIL,Z005,13.3
Z005E0004,NAMRIL,Z005,15
Z005E0005,NAMRIL,Z005,12.6
Z005E0006,NAMRIL,Z005,12.5
Z005E0007,NAMRIL,Z005,13.6
Z005E0008,NAMRIL,Z005,12.4
Z005E0009,NAMRIL,Z005,13.1
Z005E0010,NAMRIL,Z005,16.9
Z005E0011,NAMRIL,Z005,12.7
Z005E0012,NAMRIL,Z005,13.9
Z005E0013,NAMRIL,Z005,14
Z005E0014,NAMRIL,Z005,13
Z005E0015,NAMRIL,Z005,15.9
Z005E0016,NAMRIL,Z005,13.1
Z005E0017,NAMRIL,Z005,15.7
Z005E0018,NAMRIL,Z005,13.2
Z005E0019,NAMRIL,Z005,12.3
Z005E0020,NAMRIL,Z005,17.2
Z005E0021,NAMRIL,Z005,12.8
Z005E0022,NAMRIL,Z005,12.4
Z005E0023,NAMRIL,Z005,12.8
Z005E0024,NAMRIL,Z005,15.1
Z005E0025,NAMRIL,Z005,14.9
Z005E0027,NAMRIL,Z005,14.3
Z005E0028,NAMRIL,Z005,14.1
Z005E0029,NAMRIL,Z005,13.5
Z005E0032,NAMRIL,Z005,14.6
Z005E0033,NAMRIL,Z005,15.8
Z005E0034,NAMRIL,Z005,16.7
Z005E0035,NAMRIL,Z005,17.2
Z005E0036,NAMRIL,Z005,11.8
Z005E0037,NAMRIL,Z005,14.9
Z005E0038,NAMRIL,Z005,15.4
Z005E0039,NAMRIL,Z005,13.8
Z005E0040,NAMRIL,Z005,12.8
Z005E0042,NAMRIL,Z005,14.4
Z005E0043,NAMRIL,Z005,15.5
Z005E0044,NAMRIL,Z005,14.9
Z005E0045,NAMRIL,Z005,13.2
Z005E0046,NAMRIL,Z005,15.7
Z005E0047,NAMRIL,Z005,15.2
Z005E0048,NAMRIL,Z005,16.7
Z005E0049,NAMRIL,Z005,14.4
Z005E0050,NAMRIL,Z005,12.3
Z005E0051,NAMRIL,Z005,13
Z005E0052,NAMRIL,Z005,13.1
Z005E0053,NAMRIL,Z005,17.3
Z005E0054,NAMRIL,Z005,14.7
Z005E0055,NAMRIL,Z005,14.1
Z005E0056,NAMRIL,Z005,12.1
Z005E0057,NAMRIL,Z005,16.8
Z005E0058,NAMRIL,Z005,12.7
Z005E0059,NAMRIL,Z005,14.2
Z005E0060,NAMRIL,Z005,13.1
Z005E0061,NAMRIL,Z005,15
Z005E0062,NAMRIL,Z005,13.3
Z005E0063,NAMRIL,Z005,14.1
Z005E0064,NAMRIL,Z005,17.6
Z005E0066,NAMRIL,Z005,15.8
Z005E0067,NAMRIL,Z005,15.6
Z005E0068,NAMRIL,Z005,12.2
Z005E0069,NAMRIL,Z005,13.2
Z005E0070,NAMRIL,Z005,16.5
Z005E0071,NAMRIL,Z005,15.1
Z005E0072,NAMRIL,Z005,11.3
Z005E0073,NAMRIL,Z005,12.7
Z005E0074,NAMRIL,Z005,15.2
Z005E0075,NAMRIL,Z005,14.6
Z005E0076,NAMRIL,Z005,14.5
Z005E0077,NAMRIL,Z005,11.6
Z005E0078,NAMRIL,Z005,12.8
Z005E0079,NAMRIL,Z005,13.8
Z005E0080,NAMRIL,Z005,15.5
Z005E0081,NAMRIL,Z005,15.3
Z005E0082,NAMRIL,Z005,16.4
Z005E0083,NAMRIL,Z005,14.1
Z005E0084,NAMRIL,Z005,13
Z005E0085,NAMRIL,Z005,12.1
Z005E0087,NAMRIL,Z005,14.5
Z005E0088,NAMRIL,Z005,14.7
Z005E0089,NAMRIL,Z005,14.7
Z005E0090,NAMRIL,Z005,12.2
Z005E0091,NAMRIL,Z005,14.9
Z005E0092,NAMRIL,Z005,14.7
Z005E0093,NAMRIL,Z005,14.8
Z005E0094,NAMRIL,Z005,17.4
Z005E0095,NAMRIL,Z005,15
Z005E0096,NAMRIL,Z005,13
Z005E0097,NAMRIL,Z005,14.2
Z005E0098,NAMRIL,Z005,14.3
Z005E0099,NAMRIL,Z005,14
Z005E0100,NAMRIL,Z005,16.9
Z005E0101,NAMRIL,Z005,14.9
Z005E0102,NAMRIL,Z005,14.1
Z005E0103,NAMRIL,Z005,14.8
Z005E0104,NAMRIL,Z005,13.2
Z005E0105,NAMRIL,Z005,17.7
Z005E0106,NAMRIL,Z005,13.3
Z005E0107,NAMRIL,Z005,16.3
Z005E0108,NAMRIL,Z005,13.3
Z005E0109,NAMRIL,Z005,14.9
Z005E0110,NAMRIL,Z005,14.4
Z005E0111,NAMRIL,Z005,13.8
Z005E0112,NAMRIL,Z005,14.6
Z005E0113,NAMRIL,Z005,14.9
Z005E0114,NAMRIL,Z005,14.1
Z005E0115,NAMRIL,Z005,14.9
Z005E0116,NAMRIL,Z005,13.4
Z005E0117,NAMRIL,Z005,13.7
Z005E0118,NAMRIL,Z005,18.1
Z005E0119,NAMRIL,Z005,17.1
Z005E0120,NAMRIL,Z005,14.6
Z005E0121,NAMRIL,Z005,15
Z005E0122,NAMRIL,Z005,13.8
Z005E0123,NAMRIL,Z005,17.2
Z005E0124,NAMRIL,Z005,13.8
Z005E0125,NAMRIL,Z005,14.9
Z005E0126,NAMRIL,Z005,13.5
Z005E0127,NAMRIL,Z005,15.2
Z005E0128,NAMRIL,Z005,14
Z005E0129,NAMRIL,Z005,16.2
Z005E0130,NAMRIL,Z005,15.1
Z005E0131,NAMRIL,Z005,17.3
Z005E0133,NAMRIL,Z005,17.6
Z005E0134,NAMRIL,Z005,17.5
Z005E0135,NAMRIL,Z005,12.7
Z005E0136,NAMRIL,Z005,13.2
Z005E0137,NAMRIL,Z005,13.6
Z005E0138,NAMRIL,Z005,12.6
Z005E0139,NAMRIL,Z005,14.7
Z005E0141,NAMRIL,Z005,14.6
Z005E0142,NAMRIL,Z005,15.4
Z005E0143,NAMRIL,Z005,13.1
Z005E0144,NAMRIL,Z005,13.1
Z005E0145,NAMRIL,Z005,14.3
Z005E0146,NAMRIL,Z005,15.1
Z005E0147,NAMRIL,Z005,14.6
Z005E0148,NAMRIL,Z005,14.6
Z005E0149,NAMRIL,Z005,14.9
Z005E0150,NAMRIL,Z005,13.4
Z005E0151,NAMRIL,Z005,14.2
Z005E0152,NAMRIL,Z005,14.6
Z005E0153,NAMRIL,Z005,14.3
Z005E0154,NAMRIL,Z005,15.2
Z005E0155,NAMRIL,Z005,12.8
Z005E0156,NAMRIL,Z005,14
Z005E0157,NAMRIL,Z005,12.2
Z005E0158,NAMRIL,Z005,14.1
Z005E0159,NAMRIL,Z005,13.7
Z005E0160,NAMRIL,Z005,15
Z005E0161,NAMRIL,Z005,14.4
Z005E0162,NAMRIL,Z005,15.7
Z005E0163,NAMRIL,Z005,12.8
Z005E0164,NAMRIL,Z005,12.3
Z005E0165,NAMRIL,Z005,14.9
Z005E0166,NAMRIL,Z005,13.7
Z005E0167,NAMRIL,Z005,13.6
Z005E0168,NAMRIL,Z005,12.6
Z005E0169,NAMRIL,Z005,13.3
Z005E0170,NAMRIL,Z005,16.9
Z005E0171,NAMRIL,Z005,16.9
Z005E0172,NAMRIL,Z005,12.4
Z005E0173,NAMRIL,Z005,12.3
Z005E0174,NAMRIL,Z005,15.6
Z005E0175,NAMRIL,Z005,14.5
Z005E0176,NAMRIL,Z005,14.7
Z005E0178,NAMRIL,Z005,13.6
Z005E0179,NAMRIL,Z005,14.3
Z005E0180,NAMRIL,Z005,13
Z005E0181,NAMRIL,Z005,13.8
Z005E0182,NAMRIL,Z005,14.5
Z005E0183,NAMRIL,Z005,13.8
Z005E0184,NAMRIL,Z005,16.5
Z005E0185,NAMRIL,Z005,13.5
Z005E0186,NAMRIL,Z005,15.1
Z005E0187,NAMRIL,Z005,14.3
Z005E0189,NAMRIL,Z005,12.6
Z005E0190,NAMRIL,Z005,14.6
Z005E0191,NAMRIL,Z005,12.1
Z005E0192,NAMRIL,Z005,12.9
Z005E0193,NAMRIL,Z005,15
Z005E0195,NAMRIL,Z005,14.9
Z005E0196,NAMRIL,Z005,15.3
Z005E0197,NAMRIL,Z005,13.2
Z005E0198,NAMRIL,Z005,12.6
Z005E0199,NAMRIL,Z005,18
Z006E0001,NAMRIL,Z006,14.8
Z006E0002,NAMRIL,Z006,13.3
Z006E0003,NAMRIL,Z006,15.3
Z006E0005,NAMRIL,Z006,16.2
Z006E0006,NAMRIL,Z006,15.7
Z006E0007,NAMRIL,Z006,16.9
Z006E0008,NAMRIL,Z006,13.5
Z006E0009,NAMRIL,Z006,16.7
Z006E0010,NAMRIL,Z006,16.8
Z006E0011,NAMRIL,Z006,13.3
Z006E0012,NAMRIL,Z006,16.3
Z006E0013,NAMRIL,Z006,16.6
Z006E0014,NAMRIL,Z006,14.1
Z006E0015,NAMRIL,Z006,16.1
Z006E0016,NAMRIL,Z006,17.1
Z006E0017,NAMRIL,Z006,15.9
Z006E0018,NAMRIL,Z006,16
Z006E0020,NAMRIL,Z006,15.1
Z006E0023,NAMRIL,Z006,14.2
Z006E0024,NAMRIL,Z006,16.6
Z006E0025,NAMRIL,Z006,15.7
Z006E0026,NAMRIL,Z006,15.6
Z006E0027,NAMRIL,Z006,16.2
Z006E0028,NAMRIL,Z006,13
Z006E0029,NAMRIL,Z006,14.6
Z006E0031,NAMRIL,Z006,17
Z006E0032,NAMRIL,Z006,14
Z006E0033,NAMRIL,Z006,14.5
Z006E0034,NAMRIL,Z006,16
Z006E0035,NAMRIL,Z006,12.6
Z006E0036,NAMRIL,Z006,16.5
Z006E0037,NAMRIL,Z006,17.8
Z006E0038,NAMRIL,Z006,16.2
Z006E0041,NAMRIL,Z006,19.5
Z006E0042,NAMRIL,Z006,13.6
Z006E0043,NAMRIL,Z006,13.4
Z006E0044,NAMRIL,Z006,17.6
Z006E0046,NAMRIL,Z006,16.6
Z006E0047,NAMRIL,Z006,18.7
Z006E0048,NAMRIL,Z006,15.9
Z006E0049,NAMRIL,Z006,15.7
Z006E0050,NAMRIL,Z006,17.7
Z006E0051,NAMRIL,Z006,14.5
Z006E0052,NAMRIL,Z006,15.3
Z006E0053,NAMRIL,Z006,15.1
Z006E0054,NAMRIL,Z006,16.3
Z006E0055,NAMRIL,Z006,15.3
Z006E0056,NAMRIL,Z006,16.1
Z006E0057,NAMRIL,Z006,15.9
Z006E0058,NAMRIL,Z006,15.3
Z006E0059,NAMRIL,Z006,14.1
Z006E0060,NAMRIL,Z006,17.1
Z006E0061,NAMRIL,Z006,17.4
Z006E0062,NAMRIL,Z006,14.9
Z006E0063,NAMRIL,Z006,16.6
Z006E0065,NAMRIL,Z006,16.5
Z006E0066,NAMRIL,Z006,14.6
Z006E0068,NAMRIL,Z006,13.6
Z006E0069,NAMRIL,Z006,15.5
Z006E0070,NAMRIL,Z006,14.6
Z006E0071,NAMRIL,Z006,14.6
Z006E0072,NAMRIL,Z006,16.2
Z006E0073,NAMRIL,Z006,14.8
Z006E0074,NAMRIL,Z006,15.1
Z006E0075,NAMRIL,Z006,14.1
Z006E0076,NAMRIL,Z006,14.9
Z006E0077,NAMRIL,Z006,14.7
Z006E0078,NAMRIL,Z006,16.1
Z006E0079,NAMRIL,Z006,13.2
Z006E0080,NAMRIL,Z006,16.1
Z006E0081,NAMRIL,Z006,16.4
Z006E0082,NAMRIL,Z006,13.1
Z006E0083,NAMRIL,Z006,16.7
Z006E0084,NAMRIL,Z006,13.3
Z006E0085,NAMRIL,Z006,16
Z006E0086,NAMRIL,Z006,14.1
Z006E0087,NAMRIL,Z006,15.5
Z006E0088,NAMRIL,Z006,15.5
Z006E0089,NAMRIL,Z006,17.4
Z006E0090,NAMRIL,Z006,15
Z006E0091,NAMRIL,Z006,16
Z006E0092,NAMRIL,Z006,15.1
Z006E0093,NAMRIL,Z006,16.3
Z006E0094,NAMRIL,Z006,15.7
Z006E0095,NAMRIL,Z006,16.3
Z006E0096,NAMRIL,Z006,14.1
Z006E0097,NAMRIL,Z006,15.8
Z006E0098,NAMRIL,Z006,12.8
Z006E0099,NAMRIL,Z006,13.4
Z006E0100,NAMRIL,Z006,13.5
Z006E0101,NAMRIL,Z006,16.1
Z006E0102,NAMRIL,Z006,16.1
Z006E0103,NAMRIL,Z006,15.9
Z006E0104,NAMRIL,Z006,17.2
Z006E0105,NAMRIL,Z006,17.8
Z006E0106,NAMRIL,Z006,19.3
Z006E0107,NAMRIL,Z006,14
Z006E0108,NAMRIL,Z006,17.1
Z006E0109,NAMRIL,Z006,13.9
Z006E0110,NAMRIL,Z006,15.3
Z006E0111,NAMRIL,Z006,15.8
Z006E0112,NAMRIL,Z006,15.4
Z006E0113,NAMRIL,Z006,15.3
Z006E0114,NAMRIL,Z006,14.2
Z006E0115,NAMRIL,Z006,14.9
Z006E0116,NAMRIL,Z006,14.6
Z006E0117,NAMRIL,Z006,15.3
Z006E0118,NAMRIL,Z006,17
Z006E0119,NAMRIL,Z006,18.2
Z006E0120,NAMRIL,Z006,14.4
Z006E0121,NAMRIL,Z006,13.1
Z006E0122,NAMRIL,Z006,20.5
Z006E0123,NAMRIL,Z006,15.3
Z006E0124,NAMRIL,Z006,17.9
Z006E0125,NAMRIL,Z006,14.3
Z006E0126,NAMRIL,Z006,16
Z006E0128,NAMRIL,Z006,16.9
Z006E0129,NAMRIL,Z006,15
Z006E0133,NAMRIL,Z006,15.3
Z006E0134,NAMRIL,Z006,14.3
Z006E0135,NAMRIL,Z006,13.9
Z006E0136,NAMRIL,Z006,13.6
Z006E0137,NAMRIL,Z006,17
Z006E0138,NAMRIL,Z006,17.5
Z006E0139,NAMRIL,Z006,14.4
Z006E0140,NAMRIL,Z006,13.2
Z006E0141,NAMRIL,Z006,14
Z006E0142,NAMRIL,Z006,16.1
Z006E0143,NAMRIL,Z006,16.6
Z006E0144,NAMRIL,Z006,15.5
Z006E0145,NAMRIL,Z006,14.8
Z006E0146,NAMRIL,Z006,13.1
Z006E0147,NAMRIL,Z006,16.8
Z006E0148,NAMRIL,Z006,17.8
Z006E0149,NAMRIL,Z006,14.9
Z006E0150,NAMRIL,Z006,17.9
Z006E0151,NAMRIL,Z006,15.3
Z006E0152,NAMRIL,Z006,18.5
Z006E0153,NAMRIL,Z006,16.8
Z006E0154,NAMRIL,Z006,15
Z006E0155,NAMRIL,Z006,17.3
Z006E0156,NAMRIL,Z006,18.2
Z006E0157,NAMRIL,Z006,18.1
Z006E0158,NAMRIL,Z006,13.9
Z006E0159,NAMRIL,Z006,17.2
Z006E0160,NAMRIL,Z006,14.8
Z006E0161,NAMRIL,Z006,15.2
Z006E0162,NAMRIL,Z006,18.9
Z006E0163,NAMRIL,Z006,18.9
Z006E0164,NAMRIL,Z006,16.4
Z006E0165,NAMRIL,Z006,14.2
Z006E0166,NAMRIL,Z006,16.8
Z006E0167,NAMRIL,Z006,19.4
Z006E0168,NAMRIL,Z006,14.3
Z006E0169,NAMRIL,Z006,16.6
Z006E0170,NAMRIL,Z006,15.5
Z006E0171,NAMRIL,Z006,14.9
Z006E0172,NAMRIL,Z006,13.2
Z006E0173,NAMRIL,Z006,14.1
Z006E0174,NAMRIL,Z006,15
Z006E0175,NAMRIL,Z006,16.2
Z006E0176,NAMRIL,Z006,15.6
Z006E0177,NAMRIL,Z006,15.1
Z006E0178,NAMRIL,Z006,14.4
Z006E0179,NAMRIL,Z006,16.7
Z006E0180,NAMRIL,Z006,13.3
Z006E0181,NAMRIL,Z006,19.2
Z006E0182,NAMRIL,Z006,17.7
Z006E0183,NAMRIL,Z006,19.3
Z006E0184,NAMRIL,Z006,14
Z006E0185,NAMRIL,Z006,17.6
Z006E0186,NAMRIL,Z006,19.3
Z006E0187,NAMRIL,Z006,14.4
Z006E0188,NAMRIL,Z006,14.9
Z006E0190,NAMRIL,Z006,17.5
Z006E0191,NAMRIL,Z006,12.3
Z006E0192,NAMRIL,Z006,16.3
Z006E0193,NAMRIL,Z006,14.3
Z006E0194,NAMRIL,Z006,13.2
Z006E0195,NAMRIL,Z006,14.6
Z006E0196,NAMRIL,Z006,13.8
Z006E0197,NAMRIL,Z006,17.7
Z006E0198,NAMRIL,Z006,16.1
Z006E0199,NAMRIL,Z006,15.1
Z006E0200,NAMRIL,Z006,13.2
Z007E0001,NAMRIL,Z007,16.3
Z007E0002,NAMRIL,Z007,12.6
Z007E0003,NAMRIL,Z007,12.2
Z007E0004,NAMRIL,Z007,15.4
Z007E0005,NAMRIL,Z007,12.4
Z007E0007,NAMRIL,Z007,14.2
Z007E0008,NAMRIL,Z007,15.4
Z007E0009,NAMRIL,Z007,13.8
Z007E0010,NAMRIL,Z007,15.7
Z007E0011,NAMRIL,Z007,14.5
Z007E0012,NAMRIL,Z007,16.9
Z007E0013,NAMRIL,Z007,14.2
Z007E0014,NAMRIL,Z007,15.5
Z007E0015,NAMRIL,Z007,15.5
Z007E0016,NAMRIL,Z007,13.8
Z007E0017,NAMRIL,Z007,12.4
Z007E0019,NAMRIL,Z007,16.5
Z007E0020,NAMRIL,Z007,13
Z007E0021,NAMRIL,Z007,14.7
Z007E0022,NAMRIL,Z007,14.8
Z007E0023,NAMRIL,Z007,15.6
Z007E0024,NAMRIL,Z007,12.6
Z007E0025,NAMRIL,Z007,14.3
Z007E0026,NAMRIL,Z007,15.3
Z007E0027,NAMRIL,Z007,15.2
Z007E0029,NAMRIL,Z007,13.8
Z007E0030,NAMRIL,Z007,13.3
Z007E0031,NAMRIL,Z007,16.2
Z007E0032,NAMRIL,Z007,12.3
Z007E0033,NAMRIL,Z007,13.2
Z007E0034,NAMRIL,Z007,16.3
Z007E0036,NAMRIL,Z007,15.3
Z007E0037,NAMRIL,Z007,12.4
Z007E0038,NAMRIL,Z007,15.6
Z007E0039,NAMRIL,Z007,13.5
Z007E0040,NAMRIL,Z007,15.2
Z007E0041,NAMRIL,Z007,14.6
Z007E0042,NAMRIL,Z007,15.4
Z007E0043,NAMRIL,Z007,12.4
Z007E0044,NAMRIL,Z007,15
Z007E0045,NAMRIL,Z007,14.1
Z007E0046,NAMRIL,Z007,13.7
Z007E0047,NAMRIL,Z007,14.5
Z007E0048,NAMRIL,Z007,15.7
Z007E0049,NAMRIL,Z007,14.6
Z007E0050,NAMRIL,Z007,15.6
Z007E0051,NAMRIL,Z007,13.5
Z007E0052,NAMRIL,Z007,12.8
Z007E0053,NAMRIL,Z007,11.7
Z007E0054,NAMRIL,Z007,15.4
Z007E0055,NAMRIL,Z007,14.6
Z007E0056,NAMRIL,Z007,14.7
Z007E0058,NAMRIL,Z007,14.4
Z007E0059,NAMRIL,Z007,13.5
Z007E0060,NAMRIL,Z007,15.4
Z007E0061,NAMRIL,Z007,17.2
Z007E0062,NAMRIL,Z007,16.4
Z007E0063,NAMRIL,Z007,13.5
Z007E0064,NAMRIL,Z007,14.4
Z007E0065,NAMRIL,Z007,12.3
Z007E0066,NAMRIL,Z007,15.6
Z007E0067,NAMRIL,Z007,19.7
Z007E0068,NAMRIL,Z007,17.2
Z007E0069,NAMRIL,Z007,15.9
Z007E0070,NAMRIL,Z007,15.4
Z007E0071,NAMRIL,Z007,11.8
Z007E0072,NAMRIL,Z007,12.7
Z007E0073,NAMRIL,Z007,14.9
Z007E0074,NAMRIL,Z007,15.2
Z007E0075,NAMRIL,Z007,12.6
Z007E0076,NAMRIL,Z007,14.4
Z007E0077,NAMRIL,Z007,17.6
Z007E0078,NAMRIL,Z007,15.2
Z007E0079,NAMRIL,Z007,11.3
Z007E0080,NAMRIL,Z007,14
Z007E0081,NAMRIL,Z007,14.6
Z007E0082,NAMRIL,Z007,18.2
Z007E0083,NAMRIL,Z007,14.5
Z007E0084,NAMRIL,Z007,14.8
Z007E0085,NAMRIL,Z007,13.8
Z007E0086,NAMRIL,Z007,16
Z007E0087,NAMRIL,Z007,16.6
Z007E0088,NAMRIL,Z007,11.8
Z007E0089,NAMRIL,Z007,13.4
Z007E0090,NAMRIL,Z007,14.6
Z007E0091,NAMRIL,Z007,14.6
Z007E0092,NAMRIL,Z007,13.5
Z007E0093,NAMRIL,Z007,14.6
Z007E0094,NAMRIL,Z007,15.5
Z007E0095,NAMRIL,Z007,12.1
Z007E0096,NAMRIL,Z007,16.2
Z007E0097,NAMRIL,Z007,15.9
Z007E0098,NAMRIL,Z007,14.3
Z007E0099,NAMRIL,Z007,14.6
